,页面网址,酒店名称,回复ID,回复时间,answer,原ID,question,原时间,clean_question_new,clean_answer_new
581,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,MESmith29,18-May,How do you go about reserving a late check out? Tried emailing and had no response. Thanks,Answer from Richard R,"I managed a late check out by just asking on arrival, during the check in process.",18-May,managed late check asking arrival check process, reserving late check tried emailing response thanks
582,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jacirae,18-Apr,Is there a in-room safe? Also does the resort offer scooter rental or recommend a place near by?,Answer from Susan T,Yes there is a room safe,18-May,  safe, safe   offer scooter rental recommend place near
583,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jeremy H,18-Apr,Does the hotel provide any complimentary water sports like paddle boarding or snorkeling?,,,,, provide complimentary water sports like paddle boarding snorkeling
584,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,stephanieoross,18-Apr,"This resort looks beautiful and I am considering booking for my honeymoon.  Are the ocean front rooms in the beach wing of the property?  Just wanted to make sure that I won't wind up in an ocean-facing room in the property across the street from the main hotel.

Thanks,
Stephanie",Answer from Susan T,Ocean front are in the beach wing,18-May,ocean front beach wing, looks beautiful considering booking honeymoon ocean front rooms beach wing property wanted make sure wind ocean facing  property across street   thanks stephanie
585,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Matthew C,18-Mar,"Hi, we are visiting in August for our honeymoon on a B&B basis. If we have drinks and food during the day, can these just be put on the room bill and settled at the end of our stay or do we need to pay each time we have something? 

Thank you and can not wait to visit :-)",Answer from _selectpj,Yes we were not B&B but in our case all sales could be added to our account...,18-Apr, b b case sales  added account, visiting august honeymoon b b basis drinks food  put  bill settled end stay need pay time something  wait visit
586,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,MESmith29,18-Feb,"Hello,

We are visiting in May and wondering if breakfast is included? It says so on this. 

And what is the best option for transport getting to and from the airport?
Many thanks x",Answer from Dewalddxb,Uber works brilliantly,18-Mar,uber works brilliantly, visiting may wondering breakfast included says  option transport getting airport many thanks x
587,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,SW0590,18-Feb,On Nyepi day can the garden wing people cross the road to the main hotel?,Answer from Philomena2013,Guests can cross over anytime.  We did not because the main hotel was under renovation.,18-Feb,guests cross anytime   renovation,nyepi  garden wing people cross road  
588,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,GigiGigina,18-Feb,Does the hotel have a private beach with sun beds to be used by hotel guests?,Answer from Loullabelle71,Hotel is right on the beach. You have access to it via a set of stairs. Infinity pool looks over beach.  Not a private beach though.,18-Feb, right beach access via set stairs infinity pool looks beach private beach though, private beach sun beds used  guests
589,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,joeysingleton93,18-Jan,"i'm looking at booking the seminyak beach and spa resort in bali. I was wondering, is 'The Room Beach Wing' in the main hotel complex or is it in the independent smaller building where the garden wing is?",Answer from paulbando,"yes, the beach wing is the main building.   The garden wing is a smaller, separate building across the street.",18-Jan, beach wing  building garden wing smaller separate building across street,looking booking  beach spa   wondering  beach wing   complex independent smaller building garden wing
590,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Liu H,17-Dec,hi there... is non registered guest possible to have pass in to beach side restaurant?,Answer from ToniaG1420IN,Not sure but they were never massively busy so I would imagine you could book and arrive via the beach entrance.,17-Dec,sure never massively busy  imagine  book arrive via beach entrance, non registered guest possible pass beach side restaurant
591,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,lydia_tan33,17-Dec,Is there any renovation/hotel under reconstruction like agoda announcement on Feb 12 until 15 2018? Do we still can stay at hotel? What kind the room we can stay in on that periods?,Answer from tmcauliffe06,No there was none and the rooms were amazing,17-Dec,none rooms amazing,renovation  reconstruction like agoda announcement feb still stay  kind  stay periods
592,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Ethan N,17-Nov,"As the official statement claims that infinity pool, beach access and restaurants will be closed for renovation starting on November 1st, but recent reviews (Nov. 12, 2017) are stating that the facilities are still fully functional. In order to plan accordingly, can you please clarify when the renovations will truly begin and when all of these facilities will no longer be available to guests that are staying in the Garden Wing?",Answer from Philomena2013,Check with the hotel if renovation works are done.,18-Feb,check  renovation works done,official statement claims infinity pool beach access restaurants closed renovation starting november 1st recent reviews nov stating facilities still fully functional order plan accordingly  clarify renovations truly begin facilities longer available guests staying garden wing
593,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Swede66,17-Oct,"There is a mention of renovation, however first it says it will start the end of this year and then it says it will start next year. Can you please confirm when this will take place and when it is due to be complete?",Answer from The Seminyak Beach Resort and SPA,"(1 of 2 ) 
Dear Valued Guest 
Greetings from The Seminyak Beach Resort & Spa, Bali 

Due to exceptionally strong tidal waves, our sea-facing retaining wall, stairs to the beach, temple, pavilion and adjacent areas have been severely damaged, and we have been advised to undertake essential repair works. As the safety, security and enjoyment of our guests is of the utmost importance to us and the Resort’s reputation, we will need to temporarily close the Main Resort, including its facilities and beach access, keeping only the Garden Wing open. We apologize for any inconvenience this might cause and sincerely thank you for your patience and ongoing support.

Although  we are unable to accept reservations at the Main Resort  from 1st November until 1st March 2018, the Garden Rooms at The Garden Wing are still available for booking as usual .This building is  located across the street from the main Beachfront Resort, offering relaxation within a self-contained compound of just 29 spacious 47sqm (506 sq ft) rooms, complete with its own 24-hour Reception, Hospitality Lounge and Business Centre, Spa Room, Swimming Pool and Bar. The interiors of the Garden Rooms are identical to the Beach Rooms, but it’s important to note that during the period of closure, all of the main resort facilities – including the infinity pool, beach access, and the restaurants – will be closed, we are therefore offering a Generous Promotional Rate for stays in our Garden Rooms from 1st November 2017 – 28th February 2018.",17-Oct, valued guest greetings  beach  spa  due exceptionally strong tidal waves sea facing retaining wall stairs beach temple pavilion adjacent areas severely damaged advised undertake essential repair works safety security enjoyment guests utmost importance   reputation need temporarily close   including facilities beach access keeping garden wing open apologize inconvenience might cause sincerely  patience ongoing support although unable accept reservations   1st november 1st march garden rooms garden wing still available booking usual building located across street  beachfront  offering relaxation within self contained compound spacious 47sqm sq ft rooms complete hour reception hospitality lounge business centre spa  swimming pool bar interiors garden rooms identical beach rooms  important note period closure   facilities - including infinity pool beach access restaurants - closed therefore offering generous promotional rate stays garden rooms 1st november - 28th february,mention renovation however first says start end year says start next year  confirm  place due complete
594,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Riham_Rady,17-Sep,"So.. We are planing to stay in the Seminyak beach resort and spa for 4 nights starting from 23rd of September 2017.. And then we are going to ubud.
Its our first Anniversary.. And our first time to visit Bali.. 

I'd really appreciate if someone share whats the activities to do in Bali and if The Seminyak resort is offering any special treats and room setup for our anniversary.
I honestly hate long flights but my only hope left that after we arrive, i'll feel the trip worth it.
Also pls if anyone would share the approximate budget for one week in Bali ( seminyak-ubud) including some shopping for a couple.",Answer from Louise P,"firstly, congratulations! the Ocean View Suite was perfect for us .. room has a spa bath with the view and as we were on the top floor  (3rd) absolute privacy. the breakfast buffet is amazing.  the infinity pool is the best! location wise ... markets are about 5 min walk from hotel. the main strip for restaurants, cafes, etc are about a 10-15 min walk .. Bodyworks for massages - highly recommend... La Luciollo Italian Restaurant is a perfect place to watch the sunset, very romantic and food is fresh, authentic and tastes amazing.  totally recommend.  5 star luxury... its worth the  $$$$. have a wonderful time. restaurants aren't 'cheap' as such.  expect to pay $40-$80 for a meal, depending on the drink selection.  Seminyak is a lovely place to shop, but same prices as Australia... so no 'Bargains' as such... 
have fun!",17-Sep,firstly congratulations ocean view suite perfect   spa bath view top floor 3rd absolute privacy breakfast buffet amazing infinity pool  location wise markets min walk   strip restaurants cafes etc min walk bodyworks massages highly recommend la luciollo italian restaurant perfect place watch sunset romantic food fresh authentic tastes amazing totally recommend star luxury worth wonderful time restaurants cheap expect pay meal depending drink selection  lovely place shop prices australia bargains fun,planing stay  beach  spa nights starting 23rd september going  first anniversary first time visit   appreciate someone share whats activities    offering special treats  setup anniversary honestly hate long flights hope left arrive feel trip worth  pls anyone  share approximate budget  week    including shopping couple
595,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,ramezelderiny,17-Sep,"What are the differences between these rooms ?
- garden view
- garden wing
- beach front
- beach wing 

I understand garden wing and beach wing are 2 different buildings ... 
what about the (beach front) room ? Is it in the main building or the other garden building across the street ??",Answer from Coccas1983,"Hi
Beach front rooms are located in the main building. The main building is located on the beach front. 
Hope this helps",17-Sep, beach front rooms located  building  building located beach front hope helps,differences rooms garden view garden wing beach front beach wing understand garden wing beach wing different buildings beach front   building garden building across street
596,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Dougie1299,17-Sep,Hi due to arrive early October has the hotel experienced any storm damage if so will it affect our stay?,Answer from Carol T,"Unless it was in the last two weeks, there was definitely no storm damage.",17-Sep,unless last two weeks definitely storm damage, due arrive early october  experienced storm damage affect stay
597,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,salehulbahri,17-Sep,"Hi! Do you have the private villa available for mid november this year? If yes, how much does it cost per night? Thank You. Would be happy to hear from you soon:)",Answer from Louise P,"hi they do have private 1 & 2 bedroom villas, that are closest to the ocean, but no ocean views though, as they're enclosed with walls for complete privacy.",17-Sep, private bedroom villas closest ocean ocean views though enclosed walls complete privacy, private villa available mid november year  much cost per night   happy hear soon
598,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Dalts2015,17-Aug,Is your hotel family friendly?,Answer from peixianc,"Probably not. When I went, I was the only one with a kid at the pool everyday. No playrooms too.",17-Aug,probably went  kid pool everyday playrooms, family friendly
599,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,TraveIpics,17-Aug,Looking to go to Bali in Oct. for first time. Want to stay at seminyak beach resort and spa. Is garden room across the street any good? and can you use all facilities of main hotel? Thinking of upgrading to beach wing in main building but price jump is ridiculous. Your thoughts would be appreciated.,Answer from Vijay S,We stayed in Garden wing in March this year. It was a quiet and pleasant stay. Swimming pool is just two minutes walk. Go for garden wing room.,17-Aug,stayed garden wing march year quiet pleasant stay swimming pool two minutes walk  garden wing ,looking   oct first time  stay  beach  spa garden  across street good use facilities   thinking upgrading beach wing  building price jump ridiculous thoughts  appreciated
600,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Damien M,17-Aug,Hi there Just wondering what type of gym equipment the hotel has?,Answer from paul m,Not extensive but plenty to keep you out of trouble.,17-Aug,extensive plenty keep trouble, wondering type gym equipment 
601,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Laila W,17-Jul,Is there is any kids club in the hotel,Answer from paul m,"No there is no entertainment at all for kids, to be honest I would not take my kids there it's the sort of place your be frowned at for laughing to loud. Hope this helps",17-Jul,entertainment kids honest   kids sort place frowned laughing loud hope helps,kids club 
602,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,OlgaTopStars,17-Jul,"Hello, is it possible to swim in the sea? Is it clean? Any jellyfish ? Thank You in advance!",Answer from razzette1,"Hi, there weren't any jellyfish (that we came across) and yes it was clean. 
The beach was a nice beach too. 
Good for surfing as big waves although be aware of the rip as there are strong currents.",17-Jul, jellyfish came across  clean beach nice beach good surfing big waves although aware rip strong currents, possible swim sea clean jellyfish  advance
603,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Amit M,17-Jul,"Hi Liz, Is Seminyak Beach Resort good for Family ? I have a 6yrs kid who loves pool and water slides . Do they have private beaches also ? How is the night life ? Do they have club or any nearby club will be suggested? Do they proved nanny service ?",Answer from ph0enix81,"The poolside is a chilled, quiet affair. The main infinity pool is deep but has a stairs area that's shallow for children.
The other pool near the restaurant and Cabanas is shallower but there are no water slides. The beach is public - and at any given time of day is busy and has a few dogs roaming. The beach links all the resorts along it so you can walk to ku de ta for cocktails at sunset and there is a dj playing at this time.
The nightlife in seminyak is good - food bars and a club or two. Mexicola is a lot of fun. 
Did not see a nanny service around - but perhaps an email to the manager might work - I'm sure they can bring in. 
If you want to entertain the kids with slides etc there are many beach clubs you can visit on other beaches - Finns beach club is a great family environment- about 30 mins from seminyak.",17-Jul,poolside chilled quiet affair  infinity pool deep stairs area shallow children pool near restaurant cabanas shallower water slides beach public given time  busy dogs roaming beach links resorts along walk ku de ta cocktails sunset dj playing time nightlife  good food bars club two mexicola lot fun see nanny service around perhaps email manager might work sure   entertain kids slides etc many beach clubs visit beaches finns beach club great family environment mins , liz  beach  good family 6yrs kid loves pool water slides private beaches  night life club nearby club suggested proved nanny service
604,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,17-Jul,Hello can you recommend some good eating places that are reasonably priced?,Answer from peixianc,"Hey, check out Sardine, Metis, Nook. Lots of good restaurants near this hotel.",17-Aug,hey check sardine metis nook lots good restaurants near , recommend good eating places reasonably priced
605,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,17-Jul,Hello can you recommend some good eating places that are reasonably priced?,Answer from Cheekychiddy,Hello...If you like Thai food there is a place called Warung Siam about 10-15 minute walk which is amazing.  another place is called S&M (sausage and mash) which is quite good.  We walked along the beach to Breezez restaurant at the Alila Seminyak hotel which was nice but higher end price but still reasonable and amazing food.  Hope this helps.,17-Jul, like thai food place called warung siam minute walk amazing another place called sausage mash quite good walked along beach breezez restaurant alila   nice higher end price still reasonable amazing food hope helps, recommend good eating places reasonably priced
606,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,17-Jul,Hello please recommend some good places to eat around Seminyak that are reasonably priced.,Answer from RGB1947,Cafe Bali and Mykonos Restaurant are both good and reasonably priced,17-Aug,cafe  mykonos restaurant good reasonably priced,  recommend good places eat around  reasonably priced
607,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,hp_lester,17-Jun,We are not staying at the resort but would like to spend the day at the pool and eateries. Is this an option like the other Beach Clubs in Siminyak?,Answer from RGB1947,Sorry guys but from the info displayed in the hotel all facilities are available for residents only,17-Jul,sorry guys info displayed  facilities available residents,staying   like spend  pool eateries option like beach clubs siminyak
608,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,17-Jun,Hello. How much will it cost from Denpasar to Seminyak via taxi?,Answer from living4holidays,"We paid 200,000 ( $20 AUD)",17-Jun,paid aud, much cost denpasar  via taxi
609,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,17-Jun,How do I get from Denpasar to Seminyak? Are there plenty of taxis/buses at the airport?,Answer from Lynnpet,"You are better to arrange transport via the hotel if you are staying at the seminyak beach resort or look up buffalo tours who are very good and reasonable charge around 500,000 rhp",17-Jun,better arrange transport via  staying  beach  look buffalo tours good reasonable charge around rhp, denpasar  plenty taxis buses airport
610,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,17-Jun,How much money is required per day in Bali - one adult and one teenager (girl)?,Answer from Rochelle K,"All depends on what you're going there to do. Assuming you've paid for your accomodation already (and hopefully that includes breakfast) - I would say think about how much you would spend on lunch/dinner/snacks, sightseeing/tourist activites,  shopping/souvenirs etc for each day you're there. Some places you can definitely get a bargain - but if you are sticking to the resorts and busy tourist areas, you will find that most food/drinks and shopping are pretty similar to what you would pay in Australia. So I would suggest calculating how much you think all of your planned activites would cost in AUD and take that amount plus have access to a bit more. Be careful with cash and credit cards while you're there that they don't get stolen.",17-Jun,depends going assuming paid accomodation already hopefully includes breakfast  say think much  spend lunch dinner snacks sightseeing tourist activites shopping souvenirs etc  places definitely  bargain sticking resorts busy tourist areas find food drinks shopping pretty similar  pay australia  suggest calculating much think planned activites  cost aud  amount plus access bit careful cash credit cards  stolen,much money required per    adult  teenager girl
611,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Annette D,17-Jun,"Hi

I am hoping to come Christmas time this year with my husband and our two friends for 10 nights.

We have never been to Bali before and I really want to make sure this is a memorable stay as it's been many years since we've had a holiday like this.

As Christmas time is a very expensive time to come I would love to have a room with an ocean view but I don't think I can afford it. 

What are the best rooms to have an ocean view or be near it etc

Any other feed back would be really appreciated like, how close are the shops to this resort, other restaurants, are there markets etc etc.

Kind regards

Annette",Answer from Don H,"My specific room was behind the hotel pool so my ocean view was quite amazing. I really wasn't expecting the room upgrade. Made my post New Year's eve week quite a memorable stay.

Seminyak is central to everything so you'll find many things to do in the area. Restaurants and shops are all within minutes from the hotel. I also stayed in Ubud. That's very chill and very relaxing but inland and the mountains.",17-Jun,specific  behind  pool ocean view quite amazing  expecting  upgrade  post new year eve week quite memorable stay  central everything find many things area restaurants shops within minutes   stayed  chill relaxing inland mountains, hoping come christmas time year husband two friends nights never    make sure memorable stay many years since holiday like christmas time expensive time come  love  ocean view think afford  rooms ocean view near etc feed    appreciated like close shops  restaurants markets etc etc kind  annette
612,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Sean C,17-Jun,Does the royal court yard villa have a hairdryer,Answer from Sallese W,"Yes it does, there is a separate vanity table area and it's in the draw.",17-Jun, separate vanity table area draw,royal court yard villa hairdryer
613,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Dalts2015,17-May,Can you put a roll away bed in any of the rooms for a 2 year old? And is there an extra cost?,Answer from Emma C,Plenty of space to put a roll away bed for a 2 years old but not sure of the extra cost .,17-May,plenty space put roll away bed years old sure extra cost,put roll away bed rooms year old extra cost
614,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Dalts2015,17-May,Can you put a roll away bed in any of the rooms for a 2 year old? And is there an extra cost?,Answer from ph0enix81,"The ocean front villas while large in total square footage have a corner sofa suite in the actual bedroom so the room does not have room.
If you email ahead maybe they can remove this and give you an extra bed ?",17-May,ocean front villas large total square footage corner sofa suite actual bedroom   email ahead maybe remove give extra bed,put roll away bed rooms year old extra cost
615,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Sarah D,17-Apr,Hi Just wondering how big the hotel is? How many rooms? Also cant decide whether to stay here or in Nusa Dua!!,Answer from Ptdavo,"the hotel is around 100 rooms. If you want to use the beach do not stay here, however their pool is fantastic. It is an infinity pool right on the beach and the views at sunset are sensational. The beach is usually dirty, lots of rubbish, last stay there was an oil slick for about 3 days. It is very close to all the fine dining places in Seminyak and nearby whereas Nusa Dua is more isolated and has far fewer dining options. I stay twice a year for a week and go to relax by the pool have massages nearby and enjoy the fine dining that abounds nearby. If you want a list of the best restaurants let me know.

The staff at the hotel are exceptional as are all Balinese, super friendly and go out of their way to make your stay the best it can be.",17-Apr, around rooms  use beach stay however pool fantastic infinity pool right beach views sunset sensational beach usually dirty lots rubbish last stay oil slick days close fine dining places  nearby whereas nusa dua isolated far fewer dining options stay twice year week  relax pool massages nearby enjoy fine dining abounds nearby  list  restaurants let know staff  exceptional balinese super friendly  way make stay , wondering big  many rooms  cant decide whether stay nusa dua
616,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Ann C,17-Apr,Hi - is there any kind of dress code for the dining outlets at your resort. We are staying at the beginning of June 2017 for 2 weeks. Thanks,Answer from Rohit Bihani,Anything except just swimming costumes would be fine. Dress code is casual at all dining places.,17-May,anything except swimming costumes  fine dress code casual dining places, kind dress code dining outlets  staying beginning june weeks thanks
617,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Mel7369,17-Mar,Also is their private sessions  and beginner classes?,Answer from DebbySchipperSnelders1974,"For spiritual yoga go to Ubud Yoga Barn, the best. For some morning exercise, take a yoga class or tai chi in the garden of this hotel, its nice.",17-Mar,spiritual yoga   yoga barn  morning exercise  yoga class tai chi garden  nice, private sessions beginner classes
618,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Mel7369,17-Mar,Hi. Is there yoga on a daily basis at this resort ?,Answer from 993lmb,Yoga wasn't daily when I stayed last year. They had a varying activity (eg yoga / pilates / tai chi etc) each morning of the week.,17-Mar,yoga daily stayed last year varying activity eg yoga pilates tai chi etc morning week, yoga daily basis 
619,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Komal29ks,17-Feb,Do you have private pool villa?,Answer from Laurie B,Yes they do,17-Feb,,private pool villa
620,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jen N Brett S,17-Feb,Hi.  Just googled the price for this.  Is it worth $500 plus a night.,Answer from symbo,Yes for the beach wing! It's a beautiful hotel!,17-Mar, beach wing beautiful , googled price worth plus night
621,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,kieron25,17-Jan,Anyone know how much a taxi from the airport costs to get here?,Answer from adavisgroup,About $20,17-Feb,,anyone know much taxi airport costs 
622,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,swazi50,17-Jan,when will your renovations be complete?,Answer from Simone M,They will be finished in May,17-Jan,finished may,renovations complete
623,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,rbhambha,17-Jan,Does this resort have its own private beach?,Answer from adavisgroup,It has a beach directly in front of the resort. Not sure if it is private,17-Feb,beach directly front  sure private, private beach
624,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Hannah B,17-Jan,Just wondering if there's any point in upgrading from a standard room to a suite and what the differences are please. Struggling to find things online! Thank you,Answer from Simone M,"The suite is very large. We had an ocean view which made a big difference- gorgeous sunset!
If you email the hotel directly they with send you a floor plan of each room to help you make up your mind.",17-Jan,suite large ocean view  big difference gorgeous sunset email  directly send floor plan  help make mind,wondering point upgrading standard  suite differences  struggling find things online 
625,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Hannah B,17-Jan,"Hi, my fiancé and I are looking into this hotel as part of our honeymoon and are wondering if anyone would recommend it for a honeymoon trip? We've been spoilt over the last few years after having stayed at a Six Senses property, Anantara and Excellence resorts... All of which have been amazing, so we're looking for something extra special! Thank you :)",Answer from Simone M,"I have also stayed next door at the Legian and the Samaya. All are lovely. The Seminyak is a cheaper option but in my opinion you wouldn't really know it. The Seminyak has a really personal feel. 
There are still much better hotels in Bali if that what you are looking for. Bulgari is divine",17-Jan, stayed next door  samaya lovely  cheaper option opinion  know   personal feel still much better hotels  looking bulgari divine, fiance looking  part honeymoon wondering anyone  recommend honeymoon trip spoilt last years stayed six senses property anantara excellence resorts amazing looking something extra special 
